event_name,location,transaction_id,transaction_date,category,description,paid_by,total_amount_inr,split_type,number_of_people_in_split,split_between,split_details,source_file,Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency,expense_id,amount,merchant,Transaction Description,Type,Payment_Mode,Month,ATM Name,Transaction Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,11/15/2025,,Rent,,,8732.0,,,,,,,,Online,March,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,11/15/2025,,Health,,,4748.0,,,,,,,,Card,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,11/16/2025,,Utilities,,,10917.0,,,,,,,,Cash,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,11/17/2025,,Rent,,,2013.0,,,,,,,,Online,March,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,11/18/2025,,Entertainment,,,11753.0,,,,,,,,Online,October,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,11/19/2025,,Utilities,,,14397.0,,,,,,,,Cash,July,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,11/20/2025,,Shopping,,,10700.0,,,,,,,,Cash,June,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,11/21/2025,,Rent,,,803.0,,,,,,,,Card,June,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,11/21/2025,,Entertainment,,,2482.0,,,,,,,,Online,July,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,11/22/2025,,Shopping,,,11745.0,,,,,,,,Card,July,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,11/22/2025,,Rent,,,3474.0,,,,,,,,Online,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,11/23/2025,,Utilities,,,9984.0,,,,,,,,Online,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,11/25/2025,,Health,,,2963.0,,,,,,,,Cash,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,11/27/2025,,Entertainment,,,3349.0,,,,,,,,Online,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,11/28/2025,,Utilities,,,7497.0,,,,,,,,Cash,January,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,11/28/2025,,Rent,,,9544.0,,,,,,,,Cash,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,11/29/2025,,Food,,,9235.0,,,,,,,,Online,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,11/29/2025,,Entertainment,,,8313.0,,,,,,,,Cash,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,11/29/2025,,Entertainment,,,3698.0,,,,,,,,Card,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,11/30/2025,,Shopping,,,826.0,,,,,,,,Online,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,11/30/2025,,Utilities,,,14136.0,,,,,,,,Online,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,12/1/2025,,Transport,,,1928.0,,,,,,,,Card,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,12/2/2025,,Shopping,,,14659.0,,,,,,,,Online,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,12/3/2025,,Entertainment,,,4072.0,,,,,,,,Cash,March,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,12/4/2025,,Food,,,2389.0,,,,,,,,Card,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,12/4/2025,,Food,,,7526.0,,,,,,,,Card,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,12/6/2025,,Entertainment,,,2156.0,,,,,,,,Card,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,12/9/2025,,Transport,,,3474.0,,,,,,,,Online,March,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,12/10/2025,,Food,,,3480.0,,,,,,,,Card,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,12/10/2025,,Entertainment,,,6640.0,,,,,,,,Cash,July,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,12/11/2025,,Transport,,,11060.0,,,,,,,,Cash,January,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,12/14/2025,,Health,,,3325.0,,,,,,,,Cash,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,12/18/2025,,Rent,,,10130.0,,,,,,,,Card,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,12/20/2025,,Food,,,10562.0,,,,,,,,Card,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,12/20/2025,,Transport,,,2262.0,,,,,,,,Online,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,12/24/2025,,Entertainment,,,9524.0,,,,,,,,Online,October,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,12/25/2025,,Utilities,,,2496.0,,,,,,,,Online,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,12/26/2025,,Health,,,13936.0,,,,,,,,Cash,October,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,12/27/2025,,Rent,,,11230.0,,,,,,,,Online,October,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,12/27/2025,,Rent,,,11403.0,,,,,,,,Card,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,12/27/2025,,Rent,,,3653.0,,,,,,,,Online,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,12/28/2025,,Utilities,,,10304.0,,,,,,,,Card,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,12/29/2025,,Shopping,,,12278.0,,,,,,,,Online,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,12/29/2025,,Entertainment,,,14151.0,,,,,,,,Card,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,12/30/2025,,Rent,,,14013.0,,,,,,,,Cash,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,12/30/2025,,Health,,,5876.0,,,,,,,,Online,June,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/1/2026,,Shopping,,,11353.0,,,,,,,,Cash,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/1/2026,,Utilities,,,10693.0,,,,,,,,Card,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/2/2026,,Shopping,,,12308.0,,,,,,,,Card,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/3/2026,,Utilities,,,6912.0,,,,,,,,Online,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/3/2026,,Transport,,,12871.0,,,,,,,,Card,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/4/2026,,Shopping,,,11480.0,,,,,,,,Online,March,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/4/2026,,Health,,,4803.0,,,,,,,,Card,January,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/5/2026,,Utilities,,,9318.0,,,,,,,,Online,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/5/2026,,Entertainment,,,5289.0,,,,,,,,Online,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/5/2026,,Entertainment,,,5490.0,,,,,,,,Card,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/8/2026,,Food,,,13644.0,,,,,,,,Cash,July,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/8/2026,,Transport,,,14537.0,,,,,,,,Card,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/9/2026,,Utilities,,,12445.0,,,,,,,,Cash,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/10/2026,,Rent,,,719.0,,,,,,,,Online,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/12/2026,,Health,,,5184.0,,,,,,,,Online,October,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/14/2026,,Transport,,,8807.0,,,,,,,,Online,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/14/2026,,Entertainment,,,12832.0,,,,,,,,Cash,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/17/2026,,Entertainment,,,11092.0,,,,,,,,Card,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/18/2026,,Food,,,2845.0,,,,,,,,Cash,July,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/18/2026,,Rent,,,14627.0,,,,,,,,Cash,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/19/2026,,Utilities,,,5004.0,,,,,,,,Online,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/19/2026,,Entertainment,,,5857.0,,,,,,,,Cash,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/20/2026,,Transport,,,11708.0,,,,,,,,Cash,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/20/2026,,Health,,,6362.0,,,,,,,,Card,January,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/21/2026,,Shopping,,,9786.0,,,,,,,,Cash,January,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/21/2026,,Utilities,,,3324.0,,,,,,,,Online,March,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/23/2026,,Transport,,,9929.0,,,,,,,,Online,October,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/23/2026,,Food,,,7327.0,,,,,,,,Card,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/27/2026,,Health,,,12473.0,,,,,,,,Online,January,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/28/2026,,Food,,,6995.0,,,,,,,,Cash,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/28/2026,,Rent,,,4540.0,,,,,,,,Card,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/30/2026,,Transport,,,5692.0,,,,,,,,Online,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/31/2026,,Rent,,,4712.0,,,,,,,,Online,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,1/31/2026,,Health,,,11777.0,,,,,,,,Cash,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/2/2026,,Utilities,,,6880.0,,,,,,,,Cash,July,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/2/2026,,Entertainment,,,3862.0,,,,,,,,Card,January,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/2/2026,,Health,,,10288.0,,,,,,,,Online,March,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/2/2026,,Health,,,7199.0,,,,,,,,Card,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/5/2026,,Entertainment,,,5545.0,,,,,,,,Card,January,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/5/2026,,Transport,,,12736.0,,,,,,,,Card,October,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/7/2026,,Entertainment,,,3819.0,,,,,,,,Online,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/7/2026,,Health,,,4643.0,,,,,,,,Cash,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/8/2026,,Rent,,,13159.0,,,,,,,,Cash,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/9/2026,,Health,,,5897.0,,,,,,,,Cash,March,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/10/2026,,Transport,,,4233.0,,,,,,,,Cash,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/11/2026,,Transport,,,2908.0,,,,,,,,Online,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/12/2026,,Rent,,,6376.0,,,,,,,,Card,January,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/14/2026,,Food,,,1100.0,,,,,,,,Cash,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/14/2026,,Entertainment,,,14239.0,,,,,,,,Online,June,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/14/2026,,Rent,,,11887.0,,,,,,,,Online,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/14/2026,,Entertainment,,,5116.0,,,,,,,,Cash,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/15/2026,,Health,,,4775.0,,,,,,,,Card,January,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/17/2026,,Entertainment,,,8457.0,,,,,,,,Online,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/18/2026,,Shopping,,,12157.0,,,,,,,,Card,October,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/18/2026,,Shopping,,,3841.0,,,,,,,,Card,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/21/2026,,Food,,,13932.0,,,,,,,,Card,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/21/2026,,Rent,,,3181.0,,,,,,,,Cash,January,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/22/2026,,Rent,,,2572.0,,,,,,,,Online,January,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/23/2026,,Transport,,,3814.0,,,,,,,,Cash,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/25/2026,,Food,,,14235.0,,,,,,,,Cash,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/25/2026,,Entertainment,,,5852.0,,,,,,,,Card,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,2/28/2026,,Entertainment,,,225.0,,,,,,,,Online,October,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/1/2026,,Shopping,,,4053.0,,,,,,,,Cash,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/2/2026,,Utilities,,,14277.0,,,,,,,,Cash,January,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/2/2026,,Entertainment,,,1086.0,,,,,,,,Card,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/2/2026,,Rent,,,10674.0,,,,,,,,Online,March,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/3/2026,,Shopping,,,1812.0,,,,,,,,Card,October,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/5/2026,,Shopping,,,5303.0,,,,,,,,Online,October,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/5/2026,,Transport,,,11818.0,,,,,,,,Cash,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/6/2026,,Transport,,,6453.0,,,,,,,,Cash,March,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/6/2026,,Entertainment,,,12039.0,,,,,,,,Cash,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/6/2026,,Food,,,4531.0,,,,,,,,Online,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/8/2026,,Health,,,6913.0,,,,,,,,Online,January,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/8/2026,,Health,,,10461.0,,,,,,,,Card,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/8/2026,,Rent,,,111.0,,,,,,,,Card,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/8/2026,,Food,,,10799.0,,,,,,,,Card,July,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/10/2026,,Food,,,3316.0,,,,,,,,Cash,June,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/11/2026,,Health,,,10005.0,,,,,,,,Card,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/12/2026,,Utilities,,,14746.0,,,,,,,,Online,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/12/2026,,Rent,,,1158.0,,,,,,,,Cash,July,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/14/2026,,Entertainment,,,14194.0,,,,,,,,Cash,July,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/15/2026,,Transport,,,9839.0,,,,,,,,Online,October,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/16/2026,,Entertainment,,,5529.0,,,,,,,,Card,January,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/17/2026,,Entertainment,,,1782.0,,,,,,,,Card,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/21/2026,,Shopping,,,3058.0,,,,,,,,Card,June,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/23/2026,,Rent,,,3339.0,,,,,,,,Online,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/25/2026,,Entertainment,,,1443.0,,,,,,,,Card,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/25/2026,,Health,,,9308.0,,,,,,,,Cash,January,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/26/2026,,Entertainment,,,9399.0,,,,,,,,Cash,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/26/2026,,Shopping,,,8132.0,,,,,,,,Card,July,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/26/2026,,Health,,,2456.0,,,,,,,,Cash,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/26/2026,,Utilities,,,4136.0,,,,,,,,Online,June,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/28/2026,,Shopping,,,11661.0,,,,,,,,Cash,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/29/2026,,Entertainment,,,14651.0,,,,,,,,Card,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/29/2026,,Transport,,,7127.0,,,,,,,,Online,October,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/30/2026,,Shopping,,,4267.0,,,,,,,,Cash,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,3/30/2026,,Utilities,,,9599.0,,,,,,,,Cash,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/1/2026,,Entertainment,,,7017.0,,,,,,,,Online,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/1/2026,,Transport,,,14763.0,,,,,,,,Cash,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/2/2026,,Entertainment,,,7129.0,,,,,,,,Cash,October,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/3/2026,,Entertainment,,,7427.0,,,,,,,,Card,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/3/2026,,Shopping,,,2593.0,,,,,,,,Card,January,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/4/2026,,Food,,,12297.0,,,,,,,,Card,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/5/2026,,Food,,,2872.0,,,,,,,,Cash,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/6/2026,,Transport,,,3255.0,,,,,,,,Card,March,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/7/2026,,Health,,,101.0,,,,,,,,Online,March,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/8/2026,,Entertainment,,,14677.0,,,,,,,,Cash,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/8/2026,,Transport,,,869.0,,,,,,,,Online,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/8/2026,,Health,,,11994.0,,,,,,,,Online,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/9/2026,,Health,,,2039.0,,,,,,,,Card,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/9/2026,,Food,,,1088.0,,,,,,,,Cash,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/10/2026,,Entertainment,,,9871.0,,,,,,,,Cash,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/11/2026,,Food,,,11029.0,,,,,,,,Online,March,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/12/2026,,Rent,,,11230.0,,,,,,,,Cash,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/13/2026,,Transport,,,13225.0,,,,,,,,Cash,June,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/14/2026,,Utilities,,,11524.0,,,,,,,,Cash,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/15/2026,,Rent,,,1150.0,,,,,,,,Cash,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/16/2026,,Rent,,,1298.0,,,,,,,,Online,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/16/2026,,Utilities,,,8984.0,,,,,,,,Online,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/17/2026,,Utilities,,,3566.0,,,,,,,,Online,June,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/18/2026,,Food,,,1804.0,,,,,,,,Cash,January,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/18/2026,,Rent,,,2852.0,,,,,,,,Cash,March,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/19/2026,,Transport,,,11800.0,,,,,,,,Online,June,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/20/2026,,Transport,,,8006.0,,,,,,,,Online,March,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/21/2026,,Health,,,7024.0,,,,,,,,Cash,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/22/2026,,Transport,,,6887.0,,,,,,,,Card,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/28/2026,,Health,,,7861.0,,,,,,,,Online,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,4/30/2026,,Transport,,,7036.0,,,,,,,,Online,July,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/1/2026,,Utilities,,,10461.0,,,,,,,,Card,June,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/1/2026,,Transport,,,3224.0,,,,,,,,Online,October,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/3/2026,,Utilities,,,12682.0,,,,,,,,Online,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/3/2026,,Utilities,,,10332.0,,,,,,,,Card,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/4/2026,,Shopping,,,891.0,,,,,,,,Cash,March,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/6/2026,,Entertainment,,,14788.0,,,,,,,,Online,January,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/6/2026,,Shopping,,,10845.0,,,,,,,,Online,October,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/7/2026,,Food,,,13246.0,,,,,,,,Card,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/7/2026,,Rent,,,13381.0,,,,,,,,Cash,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/10/2026,,Rent,,,12357.0,,,,,,,,Online,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/10/2026,,Rent,,,6190.0,,,,,,,,Cash,June,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/10/2026,,Entertainment,,,7611.0,,,,,,,,Card,December,,,,,,,,,,,,
