event_name,location,transaction_id,transaction_date,category,description,paid_by,total_amount_inr,split_type,number_of_people_in_split,split_between,split_details
TechFusion 2026 - Inter College Fest,"Mumbai, India",2db75bc7-316f-4f29-b021-1ecb1ab3d93e,2026-01-14,Stage & Production,Transport expense for fest operations,Bharti Gill,2354.67,equal,11,Saanvi Gupta|Lakshmi Nambiar|Leena Chandavarkar|Kunal Khanna|Lokesh Rahul|Kunal Khanna|Urvashi Rautela|Enrique D'Cruz|Ayaan Khan|Aanya Singh|Pallavi Shah,"{'Saanvi Gupta': 214.06, 'Lakshmi Nambiar': 214.06, 'Leena Chandavarkar': 214.06, 'Kunal Khanna': 214.06, 'Lokesh Rahul': 214.06, 'Urvashi Rautela': 214.06, ""Enrique D'Cruz"": 214.06, 'Ayaan Khan': 214.06, 'Aanya Singh': 214.06, 'Pallavi Shah': 214.06}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",e6c28d15-192c-4648-8cde-c2b2f19a3e5c,2026-01-11,Transport,Food & Catering expense for fest operations,Priya Rao,8669.34,equal,2,Alka Yagnik|Divya Mukherjee,"{'Alka Yagnik': 4334.67, 'Divya Mukherjee': 4334.67}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",b5376410-5e9b-4694-8d7b-4ae7de526b99,2026-01-10,Accommodation,Food & Catering expense for fest operations,Vivaan Mehta,8162.15,equal,2,Varun Bansal|Preetam Chakraborty,"{'Varun Bansal': 4081.07, 'Preetam Chakraborty': 4081.07}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",5391324f-8217-46d9-a8f7-7d34d7c53b34,2026-01-14,Marketing,Sponsorship Expense expense for fest operations,Bharti Gill,5220.22,unequal_percentage,9,Taapsee Pannu|Kunal Khanna|Kavita Krishnamurthy|Vivaan Mehta|Enrique D'Cruz|Aanya Singh|Mira Rajput|Renu Arora|Armaan Malik,"{'Taapsee Pannu': 1021.18, 'Kunal Khanna': 173.85, 'Kavita Krishnamurthy': 782.44, 'Vivaan Mehta': 1168.26, ""Enrique D'Cruz"": 270.49, 'Aanya Singh': 548.13, 'Mira Rajput': 132.76, 'Renu Arora': 88.15, 'Armaan Malik': 1034.95}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",634c2805-40e6-41f3-982e-2e0a3311bf56,2026-01-13,Marketing,Equipment Rental expense for fest operations,Varun Bansal,2439.69,equal,3,Shreya Ghoshal|Mira Rajput|Ayaan Khan,"{'Shreya Ghoshal': 813.23, 'Mira Rajput': 813.23, 'Ayaan Khan': 813.23}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",6367a628-2304-40d8-bcdb-dc93d009abdd,2026-01-15,Accommodation,Printing & Merchandise expense for fest operations,Dev Anand,7510.75,equal,15,Enrique D'Cruz|Meera Krishnan|Anjali Soni|Taapsee Pannu|Pihu Verma|Anjali Soni|Saanvi Gupta|Sachin Tendulkar|Shreya Ghoshal|Rahul Tiwari|Meera Krishnan|Saanvi Gupta|Pihu Verma|Kunal Khanna|Bharti Gill,"{""Enrique D'Cruz"": 500.72, 'Meera Krishnan': 500.72, 'Anjali Soni': 500.72, 'Taapsee Pannu': 500.72, 'Pihu Verma': 500.72, 'Saanvi Gupta': 500.72, 'Sachin Tendulkar': 500.72, 'Shreya Ghoshal': 500.72, 'Rahul Tiwari': 500.72, 'Kunal Khanna': 500.72, 'Bharti Gill': 500.72}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",9d2fbecd-aef1-48b5-80df-1ad96455d9e8,2026-01-10,Sponsorship Expense,Accommodation expense for fest operations,Rahul Tiwari,7515.97,unequal_percentage,4,Bharti Gill|Qasim Ali|Kavya Iyer|Mumtaz Begum,"{'Bharti Gill': 2426.92, 'Qasim Ali': 2450.17, 'Kavya Iyer': 1513.39, 'Mumtaz Begum': 1125.5}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",768fddb3-eb2c-4b12-8b26-585294c71728,2026-01-10,Equipment Rental,Sponsorship Expense expense for fest operations,Vijaya Balan,6890.32,equal,8,Myra Mehta|Priya Rao|Pihu Verma|Balram Yadav|Paresh Rawal|Mumtaz Begum|Myra Mehta|Paresh Rawal,"{'Myra Mehta': 861.29, 'Priya Rao': 861.29, 'Pihu Verma': 861.29, 'Balram Yadav': 861.29, 'Paresh Rawal': 861.29, 'Mumtaz Begum': 861.29}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",799c531b-2905-450f-952b-b01235806c53,2026-01-14,After Party,After Party expense for fest operations,Renu Arora,8675.04,unequal_percentage,13,Paresh Rawal|Leena Chandavarkar|Renu Arora|Aanya Singh|Lakshmi Nambiar|Alka Yagnik|Vijaya Balan|Bharti Gill|Myra Mehta|Sonu Nigam|Udit Narayan|Preetam Chakraborty|Pihu Verma,"{'Paresh Rawal': 777.28, 'Leena Chandavarkar': 1167.45, 'Renu Arora': 748.62, 'Aanya Singh': 977.64, 'Lakshmi Nambiar': 594.15, 'Alka Yagnik': 661.69, 'Vijaya Balan': 19.04, 'Bharti Gill': 978.38, 'Myra Mehta': 962.18, 'Sonu Nigam': 544.11, 'Udit Narayan': 693.89, 'Preetam Chakraborty': 372.36, 'Pihu Verma': 178.24}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",315985f6-157f-432e-a884-a6e747852a28,2026-01-13,Volunteer Expense,Printing & Merchandise expense for fest operations,Shahid Kapoor,4052.57,equal,8,Ayaan Khan|Rishaan Nair|Dev Anand|Alka Yagnik|Armaan Malik|Mira Rajput|Udit Narayan|Myra Mehta,"{'Ayaan Khan': 506.57, 'Rishaan Nair': 506.57, 'Dev Anand': 506.57, 'Alka Yagnik': 506.57, 'Armaan Malik': 506.57, 'Mira Rajput': 506.57, 'Udit Narayan': 506.57, 'Myra Mehta': 506.57}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",113a3f9b-0b97-47a1-aa9e-a8bd4fb4978f,2026-01-11,Equipment Rental,Sponsorship Expense expense for fest operations,Dev Anand,6143.66,unequal_percentage,7,Aanya Singh|Qasim Ali|Urvashi Rautela|Pihu Verma|Shahid Kapoor|Pihu Verma|Lokesh Rahul,"{'Aanya Singh': 1296.83, 'Qasim Ali': 874.94, 'Urvashi Rautela': 1378.13, 'Pihu Verma': 194.4, 'Shahid Kapoor': 913.89, 'Lokesh Rahul': 1449.55}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",98d99228-c791-4265-a43d-ddff3f72497e,2026-01-14,Sponsorship Expense,Transport expense for fest operations,Pallavi Shah,8492.7,equal,12,Bharti Gill|Divya Mukherjee|Atharva Joshi|Balram Yadav|Anjali Soni|Varun Bansal|Kunal Khanna|Alka Yagnik|Meera Krishnan|Armaan Malik|Diljit Dosanjh|Qasim Ali,"{'Bharti Gill': 707.73, 'Divya Mukherjee': 707.73, 'Atharva Joshi': 707.73, 'Balram Yadav': 707.73, 'Anjali Soni': 707.73, 'Varun Bansal': 707.73, 'Kunal Khanna': 707.73, 'Alka Yagnik': 707.73, 'Meera Krishnan': 707.73, 'Armaan Malik': 707.73, 'Diljit Dosanjh': 707.73, 'Qasim Ali': 707.73}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",33a2f5dd-b268-45dd-a109-3e55fa17fb18,2026-01-15,Volunteer Expense,Transport expense for fest operations,Enrique D'Cruz,728.41,unequal_percentage,9,Lokesh Rahul|Pooja Bhattacharya|Mira Rajput|Pihu Verma|Priya Rao|Pooja Bhattacharya|Sunidhi Chauhan|Rishaan Nair|Meera Krishnan,"{'Lokesh Rahul': 58.82, 'Pooja Bhattacharya': 37.4, 'Mira Rajput': 151.3, 'Pihu Verma': 98.77, 'Priya Rao': 77.9, 'Sunidhi Chauhan': 15.1, 'Rishaan Nair': 109.6, 'Meera Krishnan': 161.27}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",90de40a0-a562-4776-9214-b52993032acd,2026-01-13,Accommodation,Marketing expense for fest operations,Lakshmi Nambiar,919.03,equal,13,Pihu Verma|Mira Rajput|Enrique D'Cruz|Anjali Soni|Taapsee Pannu|Myra Mehta|Dev Anand|Udit Narayan|Myra Mehta|Udit Narayan|Lakshmi Nambiar|Lakshmi Nambiar|Pooja Bhattacharya,"{'Pihu Verma': 70.69, 'Mira Rajput': 70.69, ""Enrique D'Cruz"": 70.69, 'Anjali Soni': 70.69, 'Taapsee Pannu': 70.69, 'Myra Mehta': 70.69, 'Dev Anand': 70.69, 'Udit Narayan': 70.69, 'Lakshmi Nambiar': 70.69, 'Pooja Bhattacharya': 70.69}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",41b79153-aea5-4e1b-a62f-08a1c107caf8,2026-01-14,Transport,Transport expense for fest operations,Rahul Tiwari,7314.12,unequal_percentage,6,Lokesh Rahul|Aanya Singh|Lakshmi Nambiar|Reyansh Gupta|Diljit Dosanjh|Sachin Tendulkar,"{'Lokesh Rahul': 1242.14, 'Aanya Singh': 2776.58, 'Lakshmi Nambiar': 151.15, 'Reyansh Gupta': 1449.58, 'Diljit Dosanjh': 1685.05, 'Sachin Tendulkar': 9.62}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",f0c1c615-2944-440c-8bf3-c1163eee0726,2026-01-11,Volunteer Expense,Transport expense for fest operations,Armaan Malik,8696.44,unequal_percentage,9,Balram Yadav|Bharti Gill|Yami Gautam|Divya Mukherjee|Vishal Dadlani|Enrique D'Cruz|Urvashi Rautela|Sunidhi Chauhan|Pooja Bhattacharya,"{'Balram Yadav': 511.11, 'Bharti Gill': 1639.14, 'Yami Gautam': 796.54, 'Divya Mukherjee': 640.43, 'Vishal Dadlani': 123.01, ""Enrique D'Cruz"": 399.65, 'Urvashi Rautela': 1925.84, 'Sunidhi Chauhan': 648.2, 'Pooja Bhattacharya': 2012.52}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",650c7fb4-2a12-4189-b772-684e40939c46,2026-01-13,Volunteer Expense,Volunteer Expense expense for fest operations,Sonu Nigam,5599.9,equal,7,Priya Rao|Rahul Tiwari|Diljit Dosanjh|Adnan Sami|Lakshmi Nambiar|Preetam Chakraborty|Kunal Khanna,"{'Priya Rao': 799.99, 'Rahul Tiwari': 799.99, 'Diljit Dosanjh': 799.99, 'Adnan Sami': 799.99, 'Lakshmi Nambiar': 799.99, 'Preetam Chakraborty': 799.99, 'Kunal Khanna': 799.99}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",00f5a0bd-d307-4a55-a199-c8208b042220,2026-01-13,Volunteer Expense,Sponsorship Expense expense for fest operations,Pihu Verma,1609.19,equal,6,Aanya Singh|Vishal Dadlani|Sachin Tendulkar|Paresh Rawal|Pallavi Shah|Taapsee Pannu,"{'Aanya Singh': 268.2, 'Vishal Dadlani': 268.2, 'Sachin Tendulkar': 268.2, 'Paresh Rawal': 268.2, 'Pallavi Shah': 268.2, 'Taapsee Pannu': 268.2}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",47cd7bde-2de7-4ce9-b390-c96b58036c19,2026-01-10,Food & Catering,After Party expense for fest operations,Preetam Chakraborty,4814.71,equal,2,Adnan Sami|Rahul Tiwari,"{'Adnan Sami': 2407.36, 'Rahul Tiwari': 2407.36}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",bc3bc3a7-a1d5-48f8-8dac-3186e13937f8,2026-01-13,After Party,Sponsorship Expense expense for fest operations,Pallavi Shah,9747.25,unequal_percentage,11,Dev Anand|Armaan Malik|Diljit Dosanjh|Diljit Dosanjh|Myra Mehta|Ayaan Khan|Mumtaz Begum|Urvashi Rautela|Shahid Kapoor|Pihu Verma|Varun Bansal,"{'Dev Anand': 176.38, 'Armaan Malik': 1919.5, 'Diljit Dosanjh': 495.98, 'Myra Mehta': 1781.73, 'Ayaan Khan': 1731.57, 'Mumtaz Begum': 116.12, 'Urvashi Rautela': 1242.09, 'Shahid Kapoor': 435.34, 'Pihu Verma': 71.6, 'Varun Bansal': 154.59}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",9f189a52-dbe5-4dfe-ac2e-044951a97c31,2026-01-13,Sponsorship Expense,Transport expense for fest operations,Sunidhi Chauhan,147.07,unequal_percentage,9,Divya Mukherjee|Vijaya Balan|Vandana Luthra|Balram Yadav|Qasim Ali|Shahid Kapoor|Shreya Ghoshal|Sonu Nigam|Vandana Luthra,"{'Divya Mukherjee': 19.06, 'Vijaya Balan': 11.1, 'Vandana Luthra': 19.44, 'Balram Yadav': 27.5, 'Qasim Ali': 4.78, 'Shahid Kapoor': 19.25, 'Shreya Ghoshal': 15.89, 'Sonu Nigam': 20.12}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",2073deca-a5c7-430a-bc27-6b70a3f3c381,2026-01-13,Stage & Production,Marketing expense for fest operations,Kiara Advani,2570.92,equal,9,Bharti Gill|Kavita Krishnamurthy|Yami Gautam|Sonu Nigam|Urvashi Rautela|Shahid Kapoor|Pooja Bhattacharya|Shahid Kapoor|Alka Yagnik,"{'Bharti Gill': 285.66, 'Kavita Krishnamurthy': 285.66, 'Yami Gautam': 285.66, 'Sonu Nigam': 285.66, 'Urvashi Rautela': 285.66, 'Shahid Kapoor': 285.66, 'Pooja Bhattacharya': 285.66, 'Alka Yagnik': 285.66}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",db07919c-2632-49b5-8206-ee57bfae5691,2026-01-12,Sponsorship Expense,Accommodation expense for fest operations,Rishaan Nair,5384.2,equal,5,Atharva Joshi|Renu Arora|Kavita Krishnamurthy|Leena Chandavarkar|Lakshmi Nambiar,"{'Atharva Joshi': 1076.84, 'Renu Arora': 1076.84, 'Kavita Krishnamurthy': 1076.84, 'Leena Chandavarkar': 1076.84, 'Lakshmi Nambiar': 1076.84}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",637d7d35-3b08-49fd-9ae4-a1600cc30700,2026-01-15,Sponsorship Expense,Printing & Merchandise expense for fest operations,Enrique D'Cruz,3517.96,equal,10,Rahul Tiwari|Aanya Singh|Mira Rajput|Kavya Iyer|Reyansh Gupta|Pihu Verma|Bharti Gill|Paresh Rawal|Aanya Singh|Divya Mukherjee,"{'Rahul Tiwari': 351.8, 'Aanya Singh': 351.8, 'Mira Rajput': 351.8, 'Kavya Iyer': 351.8, 'Reyansh Gupta': 351.8, 'Pihu Verma': 351.8, 'Bharti Gill': 351.8, 'Paresh Rawal': 351.8, 'Divya Mukherjee': 351.8}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",f8aae8a9-8f0a-47db-bfa8-5fefaef6de67,2026-01-12,Equipment Rental,Transport expense for fest operations,Divya Mukherjee,5240.18,unequal_percentage,15,Sachin Tendulkar|Kiara Advani|Anjali Soni|Sonu Nigam|Leena Chandavarkar|Taapsee Pannu|Armaan Malik|Mumtaz Begum|Mira Rajput|Sunidhi Chauhan|Rishaan Nair|Kavita Krishnamurthy|Taapsee Pannu|Sachin Tendulkar|Taapsee Pannu,"{'Sachin Tendulkar': 611.21, 'Kiara Advani': 396.11, 'Anjali Soni': 147.48, 'Sonu Nigam': 483.28, 'Leena Chandavarkar': 169.25, 'Taapsee Pannu': 652.48, 'Armaan Malik': 364.9, 'Mumtaz Begum': 131.45, 'Mira Rajput': 204.45, 'Sunidhi Chauhan': 119.1, 'Rishaan Nair': 538.8, 'Kavita Krishnamurthy': 257.63}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",6e63fefd-5d20-4f37-81fd-ee632e8497ef,2026-01-13,Sponsorship Expense,Printing & Merchandise expense for fest operations,Udit Narayan,474.34,equal,7,Qasim Ali|Sonu Nigam|Mumtaz Begum|Vishal Dadlani|Armaan Malik|Kavya Iyer|Leena Chandavarkar,"{'Qasim Ali': 67.76, 'Sonu Nigam': 67.76, 'Mumtaz Begum': 67.76, 'Vishal Dadlani': 67.76, 'Armaan Malik': 67.76, 'Kavya Iyer': 67.76, 'Leena Chandavarkar': 67.76}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",773b9996-300b-4b26-aea2-e22e25404be7,2026-01-11,After Party,Transport expense for fest operations,Priya Rao,3355.64,equal,3,Balram Yadav|Pooja Bhattacharya|Myra Mehta,"{'Balram Yadav': 1118.55, 'Pooja Bhattacharya': 1118.55, 'Myra Mehta': 1118.55}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",c4fcc669-a402-4070-baea-4149ff33a723,2026-01-10,Transport,Sponsorship Expense expense for fest operations,Sachin Tendulkar,8246.52,unequal_percentage,11,Kunal Khanna|Udit Narayan|Rishaan Nair|Pooja Bhattacharya|Atharva Joshi|Bharti Gill|Alka Yagnik|Ayaan Khan|Divya Mukherjee|Atharva Joshi|Armaan Malik,"{'Kunal Khanna': 1009.09, 'Udit Narayan': 919.95, 'Rishaan Nair': 828.81, 'Pooja Bhattacharya': 1228.5, 'Atharva Joshi': 130.87, 'Bharti Gill': 115.1, 'Alka Yagnik': 138.28, 'Ayaan Khan': 1075.78, 'Divya Mukherjee': 1300.21, 'Armaan Malik': 1362.19}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",98494661-20d9-4541-a10e-90a20bb859f7,2026-01-10,Transport,Transport expense for fest operations,Myra Mehta,2949.33,unequal_percentage,9,Sunidhi Chauhan|Paresh Rawal|Qasim Ali|Reyansh Gupta|Vandana Luthra|Dev Anand|Yami Gautam|Udit Narayan|Varun Bansal,"{'Sunidhi Chauhan': 524.65, 'Paresh Rawal': 271.4, 'Qasim Ali': 171.06, 'Reyansh Gupta': 598.16, 'Vandana Luthra': 682.01, 'Dev Anand': 511.14, 'Yami Gautam': 60.84, 'Udit Narayan': 129.59, 'Varun Bansal': 0.48}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",b4b90917-27f3-48cb-b8da-1d99c635e5fa,2026-01-10,Sponsorship Expense,Food & Catering expense for fest operations,Shahid Kapoor,9011.17,equal,14,Alka Yagnik|Atharva Joshi|Leena Chandavarkar|Diljit Dosanjh|Anjali Soni|Vishal Dadlani|Mumtaz Begum|Kavya Iyer|Leena Chandavarkar|Sunidhi Chauhan|Paresh Rawal|Rishaan Nair|Rishaan Nair|Vandana Luthra,"{'Alka Yagnik': 643.65, 'Atharva Joshi': 643.65, 'Leena Chandavarkar': 643.65, 'Diljit Dosanjh': 643.65, 'Anjali Soni': 643.65, 'Vishal Dadlani': 643.65, 'Mumtaz Begum': 643.65, 'Kavya Iyer': 643.65, 'Sunidhi Chauhan': 643.65, 'Paresh Rawal': 643.65, 'Rishaan Nair': 643.65, 'Vandana Luthra': 643.65}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",2fe3857b-402c-4659-8631-394ab10409a2,2026-01-10,Stage & Production,Food & Catering expense for fest operations,Kiara Advani,2146.0,unequal_percentage,13,Vivaan Mehta|Pihu Verma|Enrique D'Cruz|Shreya Ghoshal|Sachin Tendulkar|Adnan Sami|Atharva Joshi|Qasim Ali|Reyansh Gupta|Shreya Ghoshal|Udit Narayan|Shahid Kapoor|Udit Narayan,"{'Vivaan Mehta': 8.93, 'Pihu Verma': 78.88, ""Enrique D'Cruz"": 266.89, 'Shreya Ghoshal': 259.88, 'Sachin Tendulkar': 213.59, 'Adnan Sami': 196.62, 'Atharva Joshi': 235.8, 'Qasim Ali': 129.47, 'Reyansh Gupta': 153.77, 'Udit Narayan': 102.24, 'Shahid Kapoor': 164.7}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",b2a48637-1bc7-4c3e-8284-84014ee62a71,2026-01-11,After Party,Food & Catering expense for fest operations,Sunidhi Chauhan,97.24,equal,8,Priya Rao|Pooja Bhattacharya|Meera Krishnan|Shahid Kapoor|Pallavi Shah|Priya Rao|Meera Krishnan|Renu Arora,"{'Priya Rao': 12.15, 'Pooja Bhattacharya': 12.15, 'Meera Krishnan': 12.15, 'Shahid Kapoor': 12.15, 'Pallavi Shah': 12.15, 'Renu Arora': 12.15}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",c5dda0a4-c9e0-4e68-bd95-f2084515ca1b,2026-01-10,Volunteer Expense,Marketing expense for fest operations,Bharti Gill,2774.35,unequal_percentage,4,Enrique D'Cruz|Kunal Khanna|Shreya Ghoshal|Shreya Ghoshal,"{""Enrique D'Cruz"": 66.12, 'Kunal Khanna': 886.62, 'Shreya Ghoshal': 412.03}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",fc60e305-7521-4198-ae58-f2c4ffe9e43f,2026-01-14,Sponsorship Expense,Sponsorship Expense expense for fest operations,Dev Anand,6134.31,unequal_percentage,3,Vivaan Mehta|Kavya Iyer|Qasim Ali,"{'Vivaan Mehta': 3231.65, 'Kavya Iyer': 2263.07, 'Qasim Ali': 639.59}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",c203ae0f-df0c-4025-8409-b14861c435f4,2026-01-10,Accommodation,Equipment Rental expense for fest operations,Rishaan Nair,7500.43,equal,7,Reyansh Gupta|Meera Krishnan|Saanvi Gupta|Balram Yadav|Vivaan Mehta|Lokesh Rahul|Paresh Rawal,"{'Reyansh Gupta': 1071.49, 'Meera Krishnan': 1071.49, 'Saanvi Gupta': 1071.49, 'Balram Yadav': 1071.49, 'Vivaan Mehta': 1071.49, 'Lokesh Rahul': 1071.49, 'Paresh Rawal': 1071.49}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",1b51efea-ba54-4bd2-bec4-4bd2fcd455f2,2026-01-10,Volunteer Expense,Equipment Rental expense for fest operations,Vishal Dadlani,4868.93,equal,11,Alka Yagnik|Meera Krishnan|Vishal Dadlani|Myra Mehta|Vandana Luthra|Shahid Kapoor|Lakshmi Nambiar|Varun Bansal|Enrique D'Cruz|Kavita Krishnamurthy|Enrique D'Cruz,"{'Alka Yagnik': 442.63, 'Meera Krishnan': 442.63, 'Vishal Dadlani': 442.63, 'Myra Mehta': 442.63, 'Vandana Luthra': 442.63, 'Shahid Kapoor': 442.63, 'Lakshmi Nambiar': 442.63, 'Varun Bansal': 442.63, ""Enrique D'Cruz"": 442.63, 'Kavita Krishnamurthy': 442.63}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",6a65f904-98b0-48cb-b7ad-c1c015eb8b63,2026-01-12,After Party,Sponsorship Expense expense for fest operations,Aanya Singh,4392.33,unequal_percentage,6,Vivaan Mehta|Qasim Ali|Diljit Dosanjh|Pihu Verma|Sachin Tendulkar|Lakshmi Nambiar,"{'Vivaan Mehta': 1027.14, 'Qasim Ali': 185.35, 'Diljit Dosanjh': 1316.14, 'Pihu Verma': 322.18, 'Sachin Tendulkar': 286.74, 'Lakshmi Nambiar': 1254.78}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",a6595b80-7bbf-4a12-ae0e-d27ccc9d727b,2026-01-11,Sponsorship Expense,Sponsorship Expense expense for fest operations,Sunidhi Chauhan,2250.29,unequal_percentage,2,Pallavi Shah|Mira Rajput,"{'Pallavi Shah': 692.47, 'Mira Rajput': 1557.82}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",73bbfdea-542a-44dd-9afe-77ec65f99682,2026-01-12,Food & Catering,Printing & Merchandise expense for fest operations,Kavya Iyer,2179.67,equal,12,Rahul Tiwari|Balram Yadav|Kavya Iyer|Lakshmi Nambiar|Atharva Joshi|Shreya Ghoshal|Kunal Khanna|Pihu Verma|Divya Mukherjee|Aanya Singh|Atharva Joshi|Pallavi Shah,"{'Rahul Tiwari': 181.64, 'Balram Yadav': 181.64, 'Kavya Iyer': 181.64, 'Lakshmi Nambiar': 181.64, 'Atharva Joshi': 181.64, 'Shreya Ghoshal': 181.64, 'Kunal Khanna': 181.64, 'Pihu Verma': 181.64, 'Divya Mukherjee': 181.64, 'Aanya Singh': 181.64, 'Pallavi Shah': 181.64}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",dfb15f4e-a97d-4dfe-8ac8-08a247af05a5,2026-01-12,Sponsorship Expense,Food & Catering expense for fest operations,Kavita Krishnamurthy,2547.72,equal,11,Mumtaz Begum|Dev Anand|Varun Bansal|Rahul Tiwari|Kavya Iyer|Vandana Luthra|Vandana Luthra|Qasim Ali|Leena Chandavarkar|Kavya Iyer|Saanvi Gupta,"{'Mumtaz Begum': 231.61, 'Dev Anand': 231.61, 'Varun Bansal': 231.61, 'Rahul Tiwari': 231.61, 'Kavya Iyer': 231.61, 'Vandana Luthra': 231.61, 'Qasim Ali': 231.61, 'Leena Chandavarkar': 231.61, 'Saanvi Gupta': 231.61}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",1dfb8316-f563-4707-9a16-d11ce6348ce9,2026-01-14,Volunteer Expense,Volunteer Expense expense for fest operations,Bharti Gill,152.34,unequal_percentage,14,Kunal Khanna|Vandana Luthra|Divya Mukherjee|Meera Krishnan|Pihu Verma|Aanya Singh|Taapsee Pannu|Sonu Nigam|Meera Krishnan|Vivaan Mehta|Diljit Dosanjh|Reyansh Gupta|Preetam Chakraborty|Adnan Sami,"{'Kunal Khanna': 11.32, 'Vandana Luthra': 5.39, 'Divya Mukherjee': 3.36, 'Meera Krishnan': 20.57, 'Pihu Verma': 1.96, 'Aanya Singh': 8.71, 'Taapsee Pannu': 4.88, 'Sonu Nigam': 3.02, 'Vivaan Mehta': 6.24, 'Diljit Dosanjh': 15.04, 'Reyansh Gupta': 21.24, 'Preetam Chakraborty': 20.48, 'Adnan Sami': 10.12}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",68223e10-6c00-4820-b242-0db7f8a270cc,2026-01-11,Stage & Production,Equipment Rental expense for fest operations,Vishal Dadlani,3232.78,equal,11,Sunidhi Chauhan|Varun Bansal|Shahid Kapoor|Yami Gautam|Pihu Verma|Varun Bansal|Renu Arora|Mumtaz Begum|Anjali Soni|Kiara Advani|Myra Mehta,"{'Sunidhi Chauhan': 293.89, 'Varun Bansal': 293.89, 'Shahid Kapoor': 293.89, 'Yami Gautam': 293.89, 'Pihu Verma': 293.89, 'Renu Arora': 293.89, 'Mumtaz Begum': 293.89, 'Anjali Soni': 293.89, 'Kiara Advani': 293.89, 'Myra Mehta': 293.89}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",d44af197-de1c-417b-a670-c21bbee17fbc,2026-01-13,Sponsorship Expense,Sponsorship Expense expense for fest operations,Balram Yadav,8041.07,equal,4,Atharva Joshi|Kavya Iyer|Diljit Dosanjh|Bharti Gill,"{'Atharva Joshi': 2010.27, 'Kavya Iyer': 2010.27, 'Diljit Dosanjh': 2010.27, 'Bharti Gill': 2010.27}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",a8de47e5-cdd6-4e77-85ce-842d306c6a70,2026-01-13,Food & Catering,Food & Catering expense for fest operations,Bharti Gill,1865.39,equal,6,Diljit Dosanjh|Priya Rao|Varun Bansal|Bharti Gill|Kiara Advani|Yami Gautam,"{'Diljit Dosanjh': 310.9, 'Priya Rao': 310.9, 'Varun Bansal': 310.9, 'Bharti Gill': 310.9, 'Kiara Advani': 310.9, 'Yami Gautam': 310.9}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",dd372dca-1428-4bd0-9a79-37be90dba504,2026-01-11,Stage & Production,Equipment Rental expense for fest operations,Urvashi Rautela,3442.53,equal,4,Alka Yagnik|Alka Yagnik|Sunidhi Chauhan|Enrique D'Cruz,"{'Alka Yagnik': 860.63, 'Sunidhi Chauhan': 860.63, ""Enrique D'Cruz"": 860.63}"
TechFusion 2026 - Inter College Fest,"Mumbai, India",b65f7f86-4677-44f6-a51d-0896f698ae4c,2026-01-10,Sponsorship Expense,Volunteer Expense expense for fest operations,Vandana Luthra,9574.35,equal,3,Kunal Khanna|Alka Yagnik|Ayaan Khan,"{'Kunal Khanna': 3191.45, 'Alka Yagnik': 3191.45, 'Ayaan Khan': 3191.45}"
